Meisterzählung,D,A,B,C,E,F,G,W,Notizen
5743,daz ist nu sihtich worden,,,,,,,,
5744,ce Bethlehem schult ir gan,,,,,,,,
5745,da uindet ir sunder wân,,,,,,,,
5746,in einer krippe daz kint,,,,,,,,
5747,des ensamet elliv riche sint 4075,,,,,,,,
5748,ν die reinen muter dabi,,,,,,,,
5749,ein urchunde iv daz si,,,,,,,,
5750,der trostlichen warheit,,,,,,,,
5751,'die ich iv han furgeleit''',,,,,,,,
5752,als er in daz gesagete 4080,,,,,,,,
5753,in die lüfte er sih gehabete,,,,,,,,
5754,gein den himelisken turen,,,,,,,,
5755,daz sie in chume churen,,,,,,,,
5756,,aller ſlahte diet#aen+,,,,,,,
5757,,er wil die chlage ver biten,,,,,,,
5758,,v#and+ die helle zebrechen,,,,,,,
5759,,den grozzen roup rechen,,,,,,,
5760,,den der tievel gevie,,,,,,,
5761,,do er evam vbergie,,,,,,,
5762,,in die kurze #rB+ethlehem,,,,,,,
5763,,ſult ir eilinde gen,,,,,,,
5764,,ich ſag ev von dem kinde,,,,,,,
5765,,ſeht daz ſult ir vinden,,,,,,,
5766,,in einer krippe an einem #f57r+ hol ,,,,,,,
5767,,da sult ir ez mite lob,,,,,,,
5768,,eren ger#suo+c#ahen+,,,,,,,
5769,,vnde fleizzechlichen ſ#suo+chen,,,,,,,
5770,,do er des redet gen#suo+k,,,,,,,
5771,,ſin fluk in hinze himel tr#suo+k,,,,,,,
5772,do komen enkegin im sa,do kom im engegene,,,,,,,
5773,mit michelre menige da 4085,mit micheler menige,,,,,,,
5774,die chore sines gesindes,,,,,,,,
5775,der uf der erde in des,,,,,,,,
5776,erschinen geruhte,,,,,,,,
5777,ν des mennisken heil suhte,,,,,,,,
5778,sie hüben uf uü lobeten got 4090,,,,,,,,
5779,siniv wnder ν sin geboi,,,,,,,,
5780,sin gnade ν sine gute,,,,,,,,
5781,mit frolichem gemute,,,,,,,,
5782,,die engel von deſ himels trone,,,,,,,
5783,,ſi lobten got ſchone,,,,,,,
5784,ν mit liebe sungen sie do,vil loute ſvngen ſi do,,,,,,,
5785,'Gloria in excelsis deo'' 4095',#rG+loria in excelſis deo,,,,,,,
5786,Die hirte redeten under in,#rD+ie hirtten redeten vnder in,,,,,,,
5787,wir schulen den unsern sin,wir ſulen den vnſern ſin,,,,,,,
5788,cheren hince Christe,cheren hinze chriſte,,,,,,,
5789,wie zseme uns dehein friste?,,,,,,,,
5790,,daz er vnſ friſte,,,,,,,
5791,daz uns der engel hat gesaget 4100,als d#aer+ engel hat geſaget,,,,,,,
5792,uon dem kinde ν der maget,vm daz kint daz div magt,,,,,,,
5793,daz schvlen wir gerne sehen,,,,,,,,
5794,ν gote oh beiehen,,,,,,,,
5795,'siner manchualten wnder''',,,,,,,,
5796,,der werlde hat gewunnen,,,,,,,
5797,,ze frevden v#and+ zewunen,,,,,,,
5798,,verbum in#db+principio,,,,,,,
5799,,daz iſt erſchinen alſo,,,,,,,
5800,,daz menſchliche wat,,,,,,,
5801,,von ſiner diemvte hat,,,,,,,
5802,,pede fleiſch v#and+ pain,,,,,,,
5803,enuêin wrden sie dar under 4105,ſi wur#aden+ ſchier des en ain,,,,,,,
5804,ob in Davidis purge,ob in dauides burge,,,,,,,
5805,daz zeichen funden wrde,daz zaichen funden wurde,,,,,,,
5806,so schölte sie wol gelüsten,,,,,,,,
5807,daz sie daz tuch chusten,,,,,,,,
5808,15 da der werlt urlosare 4110,,,,,,,,
5809,mit bedeket waere,,,,,,,,
5810,,daz in ir vngemach,,,,,,,
5811,,der engel in z#svo+ ſp#ara+ch,,,,,,,
5812,do füren sie ilande,ſi f#suo+ren eylande,,,,,,,
5813,Christ si dar gesande,chriſt ſi dar ſande,,,,,,,
5814,da er kint kintlichen lach,,,,,,,,
5815,V sin diu reine pflach 4115,,,,,,,,
5816,als sie daz ersahen,,,,,,,,
5817,sie vielen en allen gahen,,,,,,,,
5818,der herscefte ze fuzzen,,,,,,,,
5819,mit ζsehern also suzzen,,,,,,,,
5820,,da er was bewunden,,,,,,,
5821,,do ſi daz vrk#aun+de funden,,,,,,,
5822,,v#and+ in d#aer+ krippe ſahen,,,,,,,
5823,,ſi begunden alle gahen,,,,,,,
5824,,vor liebe die hende winden,,,,,,,
5825,,gendem heligen kinde,,,,,,,
5826,20 sie sazten sih an div knie 4120,ſi bugen ſich nider an die knie,,,,,,,
5827,owe wie lieb ez in ergie,hey wie lieb ez in ergie,,,,,,,
5828,da sie in ν die froen,,,,,,,,
5829,ensamet musen schoen,,,,,,,,
5830,uon herzen rieffen sies an,,,,,,,,
5831,ν cherten frolichen dan 4125,,,,,,,,
5832,wider zñ ir hüte,,,,,,,,
5833,sas tröste sie got der gûte,,,,,,,,
5834,Do Christ der wsere hirte,,,,,,,,
5835,sine botschaft bescherte,,,,,,,,
5836,den hirten also smrehen 4130,,,,,,,,
5837,do waren da uerre ν nahen,,,,,,,,
5838,,daz ſi m#szuo+ſten ſchowen,,,,,,,
5839,,die himiliſchen vrowen,,,,,,,
5840,,#f57v+ der nigen ſi ſchone,,,,,,,
5841,,daz edel kint frone,,,,,,,
5842,,riefen ſi do an,,,,,,,
5843,,daz von rehte lobt weip vnde man,,,,,,,
5844,,Die bezaichnunge,,,,,,,
5845,,ob die min trêge zvnge,,,,,,,
5846,,wol gezelen mohte,,,,,,,
5847,,wie wol mir daz tohte,,,,,,,
5848,,daz got bey der naht,,,,,,,
5849,,daz reine kint geſlaht,,,,,,,
5850,,der werlde wolte zaigen,,,,,,,
5851,,div #^æ+ was ſin aygen,,,,,,,
5852,,v#and+ auch immer weſen m#suo+z,,,,,,,
5853,,da mit tet er vnſ p#suo+z,,,,,,,
5854,,d#aer+ vinſter alſo fraiſam,,,,,,,
5855,,die bede weip v#and+ man,,,,,,,
5856,,dolten von d#aer+ ſunde,,,,,,,
5857,,in dem abgrunde,,,,,,,
5858,,div naht v#and+ ir genibele,,,,,,,
5859,,was ſo groz hie nidene,,,,,,,
5860,,daz man ſi mohte greiffen,,,,,,,
5861,,div wolte niht ab ſleiffen,,,,,,,
5862,,vnz daz vns d#aer+ hailant,,,,,,,
5863,,bey der magt wart geſant,,,,,,,
5864,,Nv ſulen wir bey d#aer+ bl#suo+men,,,,,,,
5865,,frolichen r#suo+ben,,,,,,,
5866,,v#and+ han g#suo+te reſte,,,,,,,
5867,,wolte wir weſen veſte,,,,,,,
5868,,v#and+ wolten an der ſtunde,,,,,,,
5869,,dem laiden helle hunde,,,,,,,
5870,,vnſer ſele niht geben,,,,,,,
5871,,ſo wir ſchieden daz leben,,,,,,,
5872,,daz wir got gehiezzen,,,,,,,
5873,,do wir vnſ tovfen liezzen,,,,,,,
5874,,ſo moht wir bey d#aer+ bl#suo+men,,,,,,,
5875,,mit frevden immer r#svo+be#rN+ AmeN,,,,,,,
5876,,D#ro chriſt+ den hirtten tet bechant,,,,,,,
5877,,v#and+ in ſin botſchaft ſant,,,,,,,
5878,manige riche kunige,do lebten #f58r+ manige kunige,,,,,,,
5879,ν herzogen frumige,,,,,,,,
5880,die herliche lebeten,,,,,,,,
5881,τ (in) den eren swebeten 4135,,,,,,,,
5882,,edel v#and+ frumige,,,,,,,
5883,den santer niht den engel sin,den er niht ſant den boten ſin,,,,,,,
5884,daran lîez(er)wesen schin,dar an er machte ſchin,,,,,,,
5885,daz nîemen ist so arme,daz nieman ſo arm iſt,,,,,,,
5886,der sin zuhte wil bewarne,,,,,,,,
5887,30 so nider noch so ringe 4140,,,,,,,,
5888,stat der sin gedinge,,,,,,,,
5889,naste an unsern trehtin,,,,,,,,
5890,er möze im willekomen sin,,,,,,,,
5891,,wil d#aer+ hailige chriſt,,,,,,,
5892,,ſin leben bewarn ,,,,,,,
5893,,er mege wol gevarn,,,,,,,
5894,niemen im uersmahet,niemen im v#aer+ſmaht,,,,,,,
5895,der zu ime gahet 4145,swer ſo z#svo+ im gahet,,,,,,,
5896,? die sunde durh in lat,,,,,,,,
5897,der uindet 5h hilfe ν rat,,,,,,,,
5898,daz er dem tieuil enpflivhet,,,,,,,,
5899,35 an dem mennisken got nîen schivhet,,,,,,,,
5900,wân ung&te V unreht 4150,,,,,,,,
5901,ieglich guter ist sin chneht,,,,,,,,
5902,der diemutez herze treit,,,,,,,,
5903,dem ist sin gnade bereit,,,,,,,,
5904,er ist oh der beste hirte,,,,,,,,
5905,des schàf der raezze wolf uerbirte 4155,,,,,,,,
5906,wan er sie beschermen mik,,,,,,,,
5907,behütet sie naht τ tach,,,,,,,,
5908,nor aller slahte leide,,,,,,,,
5909,ν git die ewigen weide,,,,,,,,
5910,Daz Christ uf dem neide 4160,,,,,,,,
5911,die armeklichen selde,,,,,,,,
5912,in dem steine wolte haben,,,,,,,,
5913,V daa geruhte uertragen,,,,,,,,
5914,,ia wolt er ovf d#aer+ erden,,,,,,,
5915,,der ſchafe hirtte werden,,,,,,,
5916,,die den tievel triegent,,,,,,,
5917,,v#and+ die sunde flieh#aen+t,,,,,,,
5918,,dem wolfe wil er ſi nemen,,,,,,,
5919,,v#and+ wil in immer geben,,,,,,,
5920,,ſo vollechliche waiden,,,,,,,
5921,,daz ſi vngeſchaiden,,,,,,,
5922,,immer von den englen ſint,,,,,,,
5923,,ſo genedik iſt daz kint,,,,,,,
5924,,#rD+az geborn wart der reine,,,,,,,
5925,,i#ahesus+ christ#aus+ in einem ſtaine,,,,,,,
5926,daz er in der krippe gelach,v#and+ in einer krippen lak,,,,,,,
5927,div rede duten wol mach 4165,div red wol bedevten mak,,,,,,,
5928,1 die sinen diemûte,,,,,,,,
5929,ν die manchualten gute,ſin g#sue+te manikvalten ,,,,,,,
5930,die uns zeiget sine lere,,,,,,,,
5931,,die er vnſ wolte behalten,,,,,,,
5932,,v#and+ vns wolte leren,,,,,,,
5933,er ist der steine vil here,er iſt der ſtain werde,,,,,,,
5934,der ane mennisken hant 4170,der ane menſchen ha#aan+t,,,,,,,
5935,uon der uelsinen want,von d#aer+ felſen want,,,,,,,
5936,gesniten wart ane meile,vil ſchone waz geſniten,,,,,,,
5937,ν diu werlt uon dem teile,da wart dir werlt mitten,,,,,,,
5938,wart elliv behullet,vil wol behullet,,,,,,,
5939,bedecket ν erfüllet 4175,bedechet v#and+ erfullet,,,,,,,
5940,,v#and+ d#aer+ yrdiſche rink,,,,,,,
5941,,diſe keiſerliche dink,,,,,,,
5942,daz bezeichent der luch,die bezaichent daz l#suo+k,,,,,,,
5943,da in sin mûter intruch,dain ſin m#suo+t#aer+ intr#suo+k,,,,,,,
5944,fri ist er uon sunden,,,,,,,,
5945,sin gewalt so groz zallen stunden,,,,,,,,
5946,daz in memen mak gemezzen 4180,,,,,,,,
5947,des schulen wir niht vergezzen,,,,,,,,
5948,10 er ist aller steine beste,,,,,,,,
5949,erne lat die gruntveste,,,,,,,,
5950,niht uallen noh wichen,,,,,,,,
5951,er wolte sich geliehen 4185,,,,,,,,
5952,unserre armicheit,,,,,,,,
5953,an der broden menniskeit,,,,,,,,
5954,dar umbe daz er uns erhübe,,,,,,,,
5955,uon mennesklicher trübe,,,,,,,,
5956,ν uns gsebe sin riche 4190,,,,,,,,
5957,mit den engelen gliche,,,,,,,,
5958,,er wolt mit ſin#aer+ arm#suo+t,,,,,,,
5959,,geleichen vnſer menſcheit,,,,,,,
5960,,dem doch waz vnd#aer+tan,,,,,,,
5961,,d#aer+ himel v#and+ d#aer+ werlde plan,,,,,,,
5962,In Christes natiuitate,#f58v+ In #achristi+ natiuitate ,,,,,,,
5963,geschahen yil drate,geſchahen vil drate,,,,,,,
5964,siben grozziv zeichen,ſiben zaichen zeſtet,,,,,,,
5965,div schulen uns wêichen 4195,,,,,,,,
5966,daz wir unsir sinne,,,,,,,,
5967,cheren ce siner minne,,,,,,,,
5968,,als vnſ daz b#suo+ch zelt,,,,,,,
5969,ditze was daz êine,daz waz daz eine,,,,,,,
5970,daz sich erhub seine,daz ſich h#suo+b ſaine,,,,,,,
5971,ein rinch umbe die sunnen 4200,ein cir culuſ vm die ſunnen,,,,,,,
5972,do sie was uf errunnen,do ſi was enſprungen,,,,,,,
5973,der rinch was guldin y rot,d#aer+ rink was guldein vil rot ,,,,,,,
5974,als ez der heilant gebot,als d#aer+ hailant gebot,,,,,,,
5975,glantze michel y wií,michel v#and+ weit,,,,,,,
5976,daz enwart e noh sit 4205,daz wart #^æ+ noch ſeit,,,,,,,
5977,an dem himel gesehen,an dem himel nie geſehen,,,,,,,
5978,so wir hören iehen,alſ wir die b#suo+ch horen iehen,,,,,,,
5979,des himels herren zeigte daz,den gewaltegen herren bedevtet daz,,,,,,,
5980,daz er ie baz ynde baz,,,,,,,,
5981,uns armen wolte froen 4210,,,,,,,,
5982,sin wunder liez er schoen,,,,,,,,
5983,,d#aer+ vnſ ie troſtet paz v#and+ paz,,,,,,,
5984,ir wízzet oh timbe daz golt,ir ſult auch wizzen vm daz golt,,,,,,,
5985,der trabe ez niht uerdolt,der tr#sue+be ez niht endolt,,,,,,,
5986,ez ist schone ν lieht,ez iſt ſchon v#and+ lieht,,,,,,,
5987,ander gesmide enmak nieht 4215,and#aer+ geſmeide enmak nieht,,,,,,,
5988,dar zu sih genozzen,ſich da z#svo+ genozzen,,,,,,,
5989,daz bedûtet den kunich grozzen,daz bedevt den kunek grozzen,,,,,,,
5990,der im die chrippe hete erchorn,der im die krippe het er chorn,,,,,,,
5991,ν hien erde was geborn,v#and+ ovf der erde wart geborn,,,,,,,
5992,der bi den guten herzen 4220,der bey dem g#suo+t#aen+ herzen,,,,,,,
5993,verdolt neheinen smerzen,v#aer+dolt den heinen ſmerzen,,,,,,,
5994,der uon rehte daz wol weiz,d#aer+ daz vil wol waiz ,,,,,,,
5995,wie er den witen umbechrêiz,wie er der werl#lde+ vmechreiz,,,,,,,
5996,mit gütlicher gute,,,,,,,,
5997,bediv rihte y behüte 4225,,,,,,,,
5998,,cheren ſol v#and+ ſlihten,,,,,,,
5999,,v#and+ mit genade ver rihten,,,,,,,
6000,Gêin dem chinde frone,#rG+en deme kinde frone,,,,,,,
6001,in der stat ce Rome,in d#aer+ ſtat ze #rR+ome,,,,,,,
6002,daz ander wnder gescah,daz and#aer+ zaichen geſchach,,,,,,,
6003,daz ein michel olebach,daz ein michel olebach,,,,,,,
6004,uz einem kisilinge floz 4230,ovz den kiſilingen floz,,,,,,,
6005,diu geschihte duhte uil groz,daz wund#aer+ douhte groz,,,,,,,
6006,35 der stein was niht so herte,,,,,,,,
6007,daz er sili des erwerte,,,,,,,,
6008,erne brâht daz ole mère,,,,,,,,
6009,fure al die burgaere 4235,,,,,,,,
6010,bi dem geistlichem ole,bey dem geiſtlichen #soe+le,,,,,,,
6011,mugen wir kiesen wole,mvge wir kieſen wole,,,,,,,
6012,die gotes barmunge,div #f59r+ goteſ barmvnge,,,,,,,
6013,die deheine zunge,die den hein zunge,,,,,,,
6014,enmoehte furbringen 4240,fur mak bringen,,,,,,,
6015,ia schulen wir des gedingen,ia ſul wir des gedingen,,,,,,,
6016,daz wir allenthalben,daz wir allenthalben,,,,,,,
6017,mit der sûzzen salben,mit d#aer+ ſelben ſalben,,,,,,,
6018,die wnden so bestrichen,die wunden ſo beſtreichen,,,,,,,
6019,daz div fule mñzze entwichen 4245,daz vnſ div ſiech entweichen,,,,,,,
6020,Ein luglicher got,#rE+in lugelicher got,,,,,,,
6021,der die stürme gebot,der die ſturme gebot,,,,,,,
6022,bediv folchwich ν strite,volkweige v#and+ die ſtreite,,,,,,,
6023,der stünte an der cite,d#aer+ ſt#suo+nt ze der zeite,,,,,,,
6024,ze Rome hohe gesät 4250,,,,,,,,
6025,in erte elliv diu stat,,,,,,,,
6026,er was Mars genant,,,,,,,,
6027,V uil wîten erchant,,,,,,,,
6028,er hete die werlte betrogen,,,,,,,,
6029,V zu im gezogen 4255,,,,,,,,
6030,'daz sie durh in alle'' taten',,,,,,,,
6031,ν in ze gote haten,,,,,,,,
6032,der hete daz uorgesaget,,,,,,,,
6033,swenne so êin maget,,,,,,,,
6034,,datze #rR+ome #sov+f einer ſevle,,,,,,,
6035,,der tievel vngehewer,,,,,,,
6036,,den hiezzen ſi marte,,,,,,,
6037,,er het ſey vil harte,,,,,,,
6038,,betrogen v#and+ vorgeſaget,,,,,,,
6039,,er ſolde vallen ſo ein magt,,,,,,,
6040,ein degenkint geboere 4260,ein kindelin gebere ,,,,,,,
6041,daz ane uater waere,daz ane vater were,,,,,,,
6042,so muse er vallen zwâre,,,,,,,,
6043,sie wanten in der bürge,,,,,,,,
6044,daz daz meiner wrde,,,,,,,,
6045,daz maget kint trüge 4265,,,,,,,,
6046,ane mannes fuge,,,,,,,,
6047,doh hiezzen sie durh gwarheit,,,,,,,,
6048,di valslichen gotheit,,,,,,,,
6049,mit flizze starche uesten,,,,,,,,
6050,vnt allez daz sie westen 4270,,,,,,,,
6051,da sie mit schölte gest&n,,,,,,,,
6052,daz leiten sie daran,,,,,,,,
6053,,ſi wanden daz ez nimm#aer+ wurde,,,,,,,
6054,,daz ein magt ane manneſ burde,,,,,,,
6055,,immer kint getruge,,,,,,,
6056,,wan ez were vngef#sue+ge,,,,,,,
6057,,Doch hiezzen ſi die reſte ,,,,,,,
6058,,machen vil veſte,,,,,,,
6059,,ſi leiten groz werk daran,,,,,,,
6060,,da mit div ſevl moht beſtan,,,,,,,
6061,do Christ wart geborn,als chriſt do wart geborn,,,,,,,
6062,do was ir antwerch uerlorn,do was ir werk verlorn,,,,,,,
6063,diu sule sich do zarte 4275,div ſevl ſich do zarte,,,,,,,
6064,daz nîemen des gewarte,,,,,,,,
6065,,ſo faſte v#and+ auch ſo harte,,,,,,,
6066,untze sie en allen gahen,daz ſi in allen gahen,,,,,,,
6067,ir meister uallen sahen,ir maiſter vallen ſahen,,,,,,,
6068,michel wart daz chrachen,vil michel wart daz chrachen ,,,,,,,
6069,diu livte musen wachen 4280,die levt m#suo+ſten erwachen,,,,,,,
6070,uon dem slage sie erchomen,von dem gebreſten ſi erkomen,,,,,,,
6071,erschuttei wart do Rome,erſchnttet wart do #f59v+ Romen,,,,,,,
6072,uon der alten trugheit,von d#aer+ alten trugenheit,,,,,,,
6073,got wolte mit der warheit,got wolte mit d#aer+ warheit,,,,,,,
6074,den stuole selbe reinen 4285,ſelbe rihten den ſt#suo+l,,,,,,,
6075,ν zaigete daz man in einen,,,,,,,,
6076,ze gote erchennen schölte,,,,,,,,
6077,als der tieuil do uerdolte,,,,,,,,
6078,den slach uon himel so grozzen,,,,,,,,
6079,er für ze sinen genozzen 4290,,,,,,,,
6080,sa uerstozzen in die helle,,,,,,,,
6081,mit vil wêlichem geschelle,,,,,,,,
6082,da ist er gebunden sere,,,,,,,,
6083,,d#aer+ tiefel ſchreiinde f#suo+r,,,,,,,
6084,,z#svo+ and#aer+en hellehunden,,,,,,,
6085,,die da ligent gebunden,,,,,,,
6086,,ſo vaſte v#and+ ſo ſere,,,,,,,
6087,daz er niemer mere,ſo daz er nimmer mere,,,,,,,
6088,her uz mak gerseichen  4295,dar #sov+z mak geraichen,,,,,,,
6089,daz ist daz dritte zêichen,daz waz daz dritte zaichen,,,,,,,
6090,Daz fierde wnder daz was,#rD+az vierde zaichen daz auch waz,,,,,,,
6091,diu michel unanimitas,daz vnanimitas,,,,,,,
6092,aller fride meiste,aller fride maiſte,,,,,,,
6093,mit des keisers uolleiste 4300,mit des kaiſers vollaiſte,,,,,,,
6094,der wart erhaben ν gesworn,wart ſo geſworn,,,,,,,
6095,do Christ was geborn,,,,,,,,
6096,an dem tage vil heren,,,,,,,,
6097,da wolter uns mit leren,,,,,,,,
6098,daz er der ware fride si 4305,,,,,,,,
6099,da wir gnade uinden bi,,,,,,,,
6100,35 ν der uns sicher mache,,,,,,,,
6101,von allem ungemache,,,,,,,,
6102,ν uon des tievils gewalte,,,,,,,,
6103,des hohfart er ualte 4310,,,,,,,,
6104,mit siner geintote,,,,,,,,
6105,ν der mêide geburte,,,,,,,,
6106,,daz der h#aer+re ovz erchorn,,,,,,,
6107,,der #rA+uguſt#aus+ hiez,,,,,,,
6108,,den hainen gewalt niem#aen+ liez,,,,,,,
6109,,an ſinem reiche began,,,,,,,
6110,,der ſelbe frideſam man,,,,,,,
6111,,bezaichent vnſern hailant,,,,,,,
6112,,der von ſunden vnſ enpant,,,,,,,
6113,uns kom fride guter,vns kom fride guoter,,,,,,,
6114,do diu reine muter,do div vil edel m#suo+ter,,,,,,,
6115,den sun umbevîe 4315,den ſun mit armen vmbe vie,,,,,,,
6116,der den ubeln tot niht enlie,der den tiefel niht enlie,,,,,,,
6117,40 so uaste richsen als e,ſo vaſte reichſen als #^æ+,,,,,,,
6118,dennoh brahter uns sselden me,,,,,,,,
6119,daz ist daz ewige leben,,,,,,,,
6120,daz er den sinen wil geben 4320,,,,,,,,
6121,,lumen de pa#atri+s lumine,,,,,,,
6122,Augustus aue gedahte,#rA+uguſt#aus+ aber dahte,,,,,,,
6123,,daz er wol vol brahte,,,,,,,
6124,an der heren Christes nahte,an der heren chriſteſ naht,,,,,,,
6125,waz siner chrone tohte,,,,,,,,
6126,ν mit weihen dingen er mohte,mit welichen dingen er moht,,,,,,,
6127,sinen gwalt erzaigen mit gute 4325,ſin herſchaft erzaigen,,,,,,,
6128,ν sin tugentriche gemute,,,,,,,,
6129,,#rp+haffen v#and+layen,,,,,,,
6130,in sinem gezelt er lach,in ſinem ge zelte er lak,,,,,,,
6131,keiserliche als er pflach,,,,,,,,
6132,5 do fröt er sich der riche,,,,,,,,
6133,div im dienten uorhtliche 4330,,,,,,,,
6134,ν der manigen lande,,,,,,,,
6135,div da in siner hande,,,,,,,,
6136,stunden ane widerstrit,,,,,,,,
6137,wand nie uordes noh danah sit,,,,,,,,
6138,wart dehein keiser so máre 4335,,,,,,,,
6139,dem elliv div werlt wäre,,,,,,,,
6140,,ſinen gewalt er wak,,,,,,,
6141,,div lant v#and+ div reich,,,,,,,
6142,,div gar fridelich,,,,,,,
6143,ensamet undertan,im ainen waren #f60r+ vnd#aer+tan,,,,,,,
6144,wie diu schölte gestan,wie die ſolten geſtan,,,,,,,
6145,10 daz muser besorgen,daz begunde er beſorgen ,,,,,,,
6146,an dem selben morgen 4340,an dem ſelben morgen,,,,,,,
6147,do was er worden ennein,do waz er worden en ain,,,,,,,
6148,da wol sin tugent anschêin,da ſin tugent an ſchain,,,,,,,
6149,daz alle die der waeren,daz alle die da wæren,,,,,,,
6150,witen in den charchseren,in den karcheren,,,,,,,
6151,geuangen y gebunden 4345,gevangen v#and+ gebunden,,,,,,,
6152,die gedingen nîen chunden,die niht gedingen kun#aden+,,,,,,,
6153,,wider ir veiande,,,,,,,
6154,,daz die eylande,,,,,,,
6155,,wurden ledek v#and+ frey,,,,,,,
6156,Christ wolte dabi,da wolte got ſich ſelben pey,,,,,,,
6157,15 sih selben lan erchennen,lazzen erkennen,,,,,,,
6158,ν sin goteheit nennen 4350,,,,,,,,
6159,,ſin g#sue+te manigen enden,,,,,,,
6160,der magede sun sûzze,d#aer+ magede ſvn zier,,,,,,,
6161,mit gnadeklichem grnzze,,,,,,,,
6162,,ze helfe kom er ſchier,,,,,,,
6163,chom er sinen kinden,ſinen lieben kinden,,,,,,,
6164,er hiez sie abebinden,ab hiez er binden,,,,,,,
6165,die cheten also swâre 4355,die keten alſo ſwere,,,,,,,
6166,da ze dem hellecharchére,dar z#suo+ der helle charchere,,,,,,,
6167,die siner hilfe îe baten,,,,,,,,
6168,y sin gebiten haten,,,,,,,,
6169,20 er loste sie mit siner chumfte,,,,,,,,
6170,,v#and+ ir tor vil veſten,,,,,,,
6171,,m#suo+ſte gar ze preſten,,,,,,,
6172,,gen ſiner z#svo+chumft,,,,,,,
6173,daz zeichen was daz fünfte 4360,daz zaichen waz daz fumft,,,,,,,
6174,Daz sehste schult ir hören,,,,,,,,
6175,mit willigen oren,,,,,,,,
6176,daz zeiget oh hince got,,,,,,,,
6177,,#rW+elt ir daz ſechſte v#aer+nemen,,,,,,,
6178,,ſo lat ivch ſein gezemen,,,,,,,
6179,Augustus aue gebot,#rA+uguſt#aus+ aber gebot,,,,,,,
6180,über elliu siniv riche 4365,,,,,,,,
6181,die ir herren frauelliche,,,,,,,,
6182,,in erneſt ane ſpot,,,,,,,
6183,,nahen v#and+ verren,,,,,,,
6184,,alle die ir herren,,,,,,,
6185,wären entrunnen,weren entrunnen,,,,,,,
6186,daz die alle wider sunnen,daz ſi wider ſunnen,,,,,,,
6187,2δ ν daz sie ftruen sûne,,,,,,,,
